words,word_players,match_id,team_name,outcome,goals_scored,goals_conceded,season_half,K,beta
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Filippo Terracciano-Malick Thiaw-Malick Thiaw-Malick Thiaw-Mike Maignan-Mike Maignan-Mike Maignan-Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,Christian Pulisic-Youssouf Fofana-Youssouf Fofana-Youssouf Fofana-Malick Thiaw-Malick Thiaw-Malick Thiaw-Theo Bernard François Hernández-Theo Bernard François Hernández-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Theo Bernard François Hernández-Theo Bernard François Hernández-Theo Bernard François Hernández-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Youssouf Fofana-Youssouf Fofana-Youssouf Fofana-Malick Thiaw-Malick Thiaw-Malick Thiaw-Youssouf Fofana-Youssouf Fofana-Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Dispossessed,Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Foul Committed,Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Goal Keeper,Mike Maignan,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Duel,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Goal Keeper-Pass-Ball Receipt-Carry-Pass,Mike Maignan-Strahinja Pavlović-Mike Maignan-Mike Maignan-Mike Maignan,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Malick Thiaw-Malick Thiaw-Malick Thiaw-Mike Maignan-Mike Maignan-Mike Maignan-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Theo Bernard François Hernández-Theo Bernard François Hernández-Theo Bernard François Hernández-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Dispossessed,Christian Pulisic-Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Strahinja Pavlović-Christian Pulisic-Christian Pulisic-Christian Pulisic-Theo Bernard François Hernández-Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry,Theo Bernard François Hernández-Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Shot,Christian Pulisic-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Duel,Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Goal Keeper,Mike Maignan,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Pass-Ball Receipt-Pass-Ball Receipt,Mike Maignan-Mike Maignan-Youssouf Fofana-Youssouf Fofana-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Pass-Ball Receipt-Carry,Youssouf Fofana-Youssouf Fofana-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass,Samuel Chimerenka Chukwueze,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Pass-Ball Receipt,Youssouf Fofana-Youssouf Fofana-Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Tijjani Reijnders,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Clearance-Pass-Ball Receipt,Malick Thiaw-Samuel Chimerenka Chukwueze-Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Dribbled Past,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Tijjani Reijnders,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,Strahinja Pavlović-Mike Maignan-Mike Maignan-Malick Thiaw-Malick Thiaw-Malick Thiaw-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Mike Maignan-Mike Maignan-Mike Maignan-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Mike Maignan-Mike Maignan-Mike Maignan-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Pass,Noah Okafor-Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry,Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Pass,Álvaro Borja Morata Martín-Tijjani Reijnders-Malick Thiaw-Malick Thiaw-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Malick Thiaw-Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Pass,Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Pass,Youssouf Fofana-Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Dispossessed,Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Interception,Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Christian Pulisic-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Theo Bernard François Hernández-Theo Bernard François Hernández-Theo Bernard François Hernández-Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Carry,Noah Okafor-Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Miscontrol-Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Christian Pulisic-Christian Pulisic-Christian Pulisic-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass,Filippo Terracciano-Youssouf Fofana-Youssouf Fofana-Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Pass-Ball Receipt,Malick Thiaw-Malick Thiaw-Samuel Chimerenka Chukwueze,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Clearance,Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Youssouf Fofana-Youssouf Fofana-Youssouf Fofana-Theo Bernard François Hernández-Theo Bernard François Hernández-Theo Bernard François Hernández-Noah Okafor-Noah Okafor-Noah Okafor-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Youssouf Fofana-Theo Bernard François Hernández-Theo Bernard François Hernández-Theo Bernard François Hernández-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Miscontrol,Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Foul Won,Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Injury Stoppage-Player Off-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Player On-Pass-Ball Receipt,Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Mike Maignan-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Malick Thiaw-Álvaro Borja Morata Martín-Malick Thiaw-Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Pass-Ball Receipt-Pass,Filippo Terracciano-Mike Maignan-Mike Maignan-Strahinja Pavlović-Strahinja Pavlović,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,Youssouf Fofana-Youssouf Fofana-Youssouf Fofana-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Pass-Ball Receipt-Carry,Youssouf Fofana-Youssouf Fofana-Youssouf Fofana-Theo Bernard François Hernández-Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt,Theo Bernard François Hernández-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Interception-Carry-Shot,Youssouf Fofana-Youssouf Fofana-Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass,Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Tijjani Reijnders,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Samuel Chimerenka Chukwueze-Mike Maignan-Mike Maignan-Mike Maignan-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Christian Pulisic-Christian Pulisic-Christian Pulisic-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Malick Thiaw-Malick Thiaw-Malick Thiaw-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Álvaro Borja Morata Martín-Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt,Christian Pulisic-Malick Thiaw-Malick Thiaw-Malick Thiaw-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Dribbled Past-Pressure,Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Duel,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,Theo Bernard François Hernández-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Malick Thiaw-Malick Thiaw-Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Pass-Ball Receipt,Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Duel-Pass-Ball Receipt-Carry,Youssouf Fofana-Álvaro Borja Morata Martín-Theo Bernard François Hernández-Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Theo Bernard François Hernández-Malick Thiaw-Malick Thiaw-Malick Thiaw-Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Youssouf Fofana-Youssouf Fofana-Youssouf Fofana-Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Noah Okafor-Noah Okafor-Noah Okafor-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Foul Committed,Youssouf Fofana-Filippo Terracciano-Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Strahinja Pavlović,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Shot-Ball Receipt,Youssouf Fofana-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Christian Pulisic-Christian Pulisic-Christian Pulisic-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Shot,Tijjani Reijnders-Tijjani Reijnders,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Carry-Pass-Ball Receipt-Carry,Theo Bernard François Hernández-Theo Bernard François Hernández-Theo Bernard François Hernández-Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Foul Won-Pass-Ball Receipt-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Christian Pulisic-Strahinja Pavlović-Tijjani Reijnders-Tijjani Reijnders-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,Álvaro Borja Morata Martín-Malick Thiaw-Malick Thiaw-Malick Thiaw-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Miscontrol-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Noah Okafor-Noah Okafor-Noah Okafor-Álvaro Borja Morata Martín-Theo Bernard François Hernández-Theo Bernard François Hernández-Theo Bernard François Hernández-Malick Thiaw-Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry,Malick Thiaw-Mike Maignan-Mike Maignan,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry,Mike Maignan-Filippo Terracciano-Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Pass-Ball Receipt-Carry,Filippo Terracciano-Malick Thiaw-Malick Thiaw-Mike Maignan-Mike Maignan,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry,Mike Maignan-Tijjani Reijnders-Tijjani Reijnders,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Dribble-Carry,Tijjani Reijnders-Tijjani Reijnders,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Shot,Tijjani Reijnders,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Carry-Pass,Youssouf Fofana-Youssouf Fofana-Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry,Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Dribble-Carry,Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Foul Committed,Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry,Tijjani Reijnders-Mike Maignan-Mike Maignan,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt,Mike Maignan-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Strahinja Pavlović,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Duel,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Block-Foul Committed,Youssouf Fofana-Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Tactical Shift,Unknown,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Foul Won,Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Injury Stoppage-Player Off-Pass-Ball Receipt-Player On-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Filippo Terracciano-Filippo Terracciano-Malick Thiaw-Mike Maignan-Filippo Terracciano-Mike Maignan-Malick Thiaw-Malick Thiaw-Malick Thiaw-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Álvaro Borja Morata Martín-Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure-Foul Committed,Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Clearance,Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Dribbled Past-Pressure,Filippo Terracciano-Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Block,Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure-Foul Committed,Malick Thiaw-Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Goal Keeper-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry,Mike Maignan-Strahinja Pavlović-Mike Maignan-Mike Maignan-Mike Maignan-Malick Thiaw-Malick Thiaw-Malick Thiaw-Christian Pulisic-Christian Pulisic,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Miscontrol,Christian Pulisic-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Carry,Strahinja Pavlović-Strahinja Pavlović,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt,Strahinja Pavlović-Mike Maignan-Mike Maignan-Mike Maignan-Malick Thiaw-Malick Thiaw-Malick Thiaw-Filippo Terracciano-Filippo Terracciano-Filippo Terracciano-Malick Thiaw-Malick Thiaw-Malick Thiaw-Strahinja Pavlović-Strahinja Pavlović-Strahinja Pavlović-Mike Maignan-Mike Maignan-Mike Maignan-Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Duel,Samuel Chimerenka Chukwueze,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Recovery-Carry,Álvaro Borja Morata Martín-Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Dispossessed,Álvaro Borja Morata Martín,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure-Foul Committed,Youssouf Fofana-Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Samuel Chimerenka Chukwueze,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pressure,Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Clearance,Filippo Terracciano,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Pass-Ball Receipt,Filippo Terracciano-Christian Pulisic-Christian Pulisic-Mike Maignan,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Duel,Mike Maignan-Samuel Chimerenka Chukwueze-Samuel Chimerenka Chukwueze,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry,Filippo Terracciano-Youssouf Fofana-Youssouf Fofana,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass-Ball Receipt-Carry-Pass,Youssouf Fofana-Malick Thiaw-Malick Thiaw-Malick Thiaw-Mike Maignan-Mike Maignan-Mike Maignan-Malick Thiaw-Malick Thiaw-Malick Thiaw,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry-Pass-Ball Receipt-Carry,Tijjani Reijnders-Tijjani Reijnders-Tijjani Reijnders-Mike Maignan-Mike Maignan,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Pass-Ball Receipt-Pass,Mike Maignan-Theo Bernard François Hernández-Theo Bernard François Hernández,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Ball Receipt-Carry,Noah Okafor-Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
Dribble-Carry,Noah Okafor-Noah Okafor,3945064,AC Milan,Won,1,0,First half,1.7514186063623811,0.7370115175724825
